"Town","FIPS","Year","Householder Status","Measure Type","Variable","Value"
"Avon","0900302060","2007-2011","Renter","Number","Margins of Error",135.88
"Avon","0900302060","2007-2011","Renter","Percent","Cost-burdened Households",43.3
"Avon","0900302060","2007-2011","Renter","Percent","Margins of Error",11.99
"Avon","0900302060","2008-2012","All","Number","Cost-burdened Households",1589
"Avon","0900302060","2008-2012","All","Number","Margins of Error",257.3
"Avon","0900302060","2008-2012","All","Percent","Cost-burdened Households",30.62
"Avon","0900302060","2008-2012","All","Percent","Margins of Error",4.66
"Avon","0900302060","2008-2012","Homeowner","Number","Cost-burdened Households",1242
"Avon","0900302060","2008-2012","Homeowner","Number","Margins of Error",228.6
"Avon","0900302060","2008-2012","Homeowner","Percent","Cost-burdened Households",29.3
"Avon","0900302060","2008-2012","Homeowner","Percent","Margins of Error",5.2
"Avon","0900302060","2008-2012","Renter","Number","Cost-burdened Households",347
"Avon","0900302060","2008-2012","Renter","Number","Margins of Error",118.09
"Avon","0900302060","2008-2012","Renter","Percent","Cost-burdened Households",36.1
"Avon","0900302060","2008-2012","Renter","Percent","Margins of Error",11.17
"Avon","0900302060","2009-2013","All","Number","Cost-burdened Households",1490
"Avon","0900302060","2009-2013","All","Number","Margins of Error",264.77
"Avon","0900302060","2009-2013","All","Percent","Cost-burdened Households",28.82
"Avon","0900302060","2009-2013","All","Percent","Margins of Error",4.83
"Avon","0900302060","2009-2013","Homeowner","Number","Cost-burdened Households",1112
"Avon","0900302060","2009-2013","Homeowner","Number","Margins of Error",228.57
"Avon","0900302060","2009-2013","Homeowner","Percent","Cost-burdened Households",26.6
"Avon","0900302060","2009-2013","Homeowner","Percent","Margins of Error",5.16
"Avon","0900302060","2009-2013","Renter","Number","Cost-burdened Households",378
"Avon","0900302060","2009-2013","Renter","Number","Margins of Error",133.65
"Avon","0900302060","2009-2013","Renter","Percent","Cost-burdened Households",38.1
"Avon","0900302060","2009-2013","Renter","Percent","Margins of Error",12.37
"Avon","0900302060","2010-2014","All","Number","Cost-burdened Households",1583
"Avon","0900302060","2010-2014","All","Number","Margins of Error",237.98
"Avon","0900302060","2010-2014","All","Percent","Cost-burdened Households",31.3
"Avon","0900302060","2010-2014","All","Percent","Margins of Error",4.34
"Avon","0900302060","2010-2014","Homeowner","Number","Cost-burdened Households",1188
"Avon","0900302060","2010-2014","Homeowner","Number","Margins of Error",197.31
"Avon","0900302060","2010-2014","Homeowner","Percent","Cost-burdened Households",28.5
"Avon","0900302060","2010-2014","Homeowner","Percent","Margins of Error",4.69
"Avon","0900302060","2010-2014","Renter","Number","Cost-burdened Households",395
"Avon","0900302060","2010-2014","Renter","Number","Margins of Error",133.06
"Avon","0900302060","2010-2014","Renter","Percent","Cost-burdened Households",45
"Avon","0900302060","2010-2014","Renter","Percent","Margins of Error",13.72
"Avon","0900302060","2011-2015","All","Number","Cost-burdened Households",1423
"Avon","0900302060","2011-2015","All","Number","Margins of Error",231.87
"Avon","0900302060","2011-2015","All","Percent","Cost-burdened Households",29.35
"Avon","0900302060","2011-2015","All","Percent","Margins of Error",4.42
"Avon","0900302060","2011-2015","Homeowner","Number","Cost-burdened Households",1058
"Avon","0900302060","2011-2015","Homeowner","Number","Margins of Error",203.4
"Avon","0900302060","2011-2015","Homeowner","Percent","Cost-burdened Households",26.3
"Avon","0900302060","2011-2015","Homeowner","Percent","Margins of Error",4.98
"Avon","0900302060","2011-2015","Renter","Number","Cost-burdened Households",365
"Avon","0900302060","2011-2015","Renter","Number","Margins of Error",111.31
"Avon","0900302060","2011-2015","Renter","Percent","Cost-burdened Households",44.2
"Avon","0900302060","2011-2015","Renter","Percent","Margins of Error",11.5
"Avon","0900302060","2012-2016","All","Number","Cost-burdened Households",1538
"Avon","0900302060","2012-2016","All","Number","Margins of Error",256.79
"Avon","0900302060","2012-2016","All","Percent","Cost-burdened Households",31.27
"Avon","0900302060","2012-2016","All","Percent","Margins of Error",4.88
"Avon","0900302060","2012-2016","Homeowner","Number","Cost-burdened Households",1106
"Avon","0900302060","2012-2016","Homeowner","Number","Margins of Error",223.88
"Avon","0900302060","2012-2016","Homeowner","Percent","Cost-burdened Households",27.1
"Avon","0900302060","2012-2016","Homeowner","Percent","Margins of Error",5.02
"Avon","0900302060","2012-2016","Renter","Number","Cost-burdened Households",432
"Avon","0900302060","2012-2016","Renter","Number","Margins of Error",125.78
"Avon","0900302060","2012-2016","Renter","Percent","Cost-burdened Households",50.9
"Avon","0900302060","2012-2016","Renter","Percent","Margins of Error",12.57
"Avon","0900302060","2013-2017","All","Number","Cost-burdened Households",1487
"Avon","0900302060","2013-2017","All","Number","Margins of Error",217.35
"Avon","0900302060","2013-2017","All","Percent","Cost-burdened Households",30.91
"Avon","0900302060","2013-2017","All","Percent","Margins of Error",4.21
"Avon","0900302060","2013-2017","Homeowner","Number","Cost-burdened Households",981
"Avon","0900302060","2013-2017","Homeowner","Number","Margins of Error",182.2
"Avon","0900302060","2013-2017","Homeowner","Percent","Cost-burdened Households",25.3
"Avon","0900302060","2013-2017","Homeowner","Percent","Margins of Error",4.56
"Avon","0900302060","2013-2017","Renter","Number","Cost-burdened Households",506
"Avon","0900302060","2013-2017","Renter","Number","Margins of Error",118.51
"Avon","0900302060","2013-2017","Renter","Percent","Cost-burdened Households",54.1
"Avon","0900302060","2013-2017","Renter","Percent","Margins of Error",11.41
"Avon","0900302060","2014-2018","All","Number","Cost-burdened Households",1473
"Avon","0900302060","2014-2018","All","Number","Margins of Error",241.6
"Avon","0900302060","2014-2018","All","Percent","Cost-burdened Households",30.48
"Avon","0900302060","2014-2018","All","Percent","Margins of Error",4.62
"Avon","0900302060","2014-2018","Homeowner","Number","Cost-burdened Households",952
"Avon","0900302060","2014-2018","Homeowner","Number","Margins of Error",195.43
"Avon","0900302060","2014-2018","Homeowner","Percent","Cost-burdened Households",24.2
"Avon","0900302060","2014-2018","Homeowner","Percent","Margins of Error",4.61
"Avon","0900302060","2014-2018","Renter","Number","Cost-burdened Households",521
"Avon","0900302060","2014-2018","Renter","Number","Margins of Error",142.05
"Avon","0900302060","2014-2018","Renter","Percent","Cost-burdened Households",58.2
"Avon","0900302060","2014-2018","Renter","Percent","Margins of Error",12.91
"Avon","0900302060","2015-2019","All","Number","Cost-burdened Households",1516
"Avon","0900302060","2015-2019","All","Number","Margins of Error",238.84
"Avon","0900302060","2015-2019","All","Percent","Cost-burdened Households",30.88
"Avon","0900302060","2015-2019","All","Percent","Margins of Error",4.35
"Avon","0900302060","2015-2019","Homeowner","Number","Cost-burdened Households",901
"Avon","0900302060","2015-2019","Homeowner","Number","Margins of Error",191.23
"Avon","0900302060","2015-2019","Homeowner","Percent","Cost-burdened Households",23.7
"Avon","0900302060","2015-2019","Homeowner","Percent","Margins of Error",4.63
"Avon","0900302060","2015-2019","Renter","Number","Cost-burdened Households",615
"Avon","0900302060","2015-2019","Renter","Number","Margins of Error",143.1
"Avon","0900302060","2015-2019","Renter","Percent","Cost-burdened Households",56
"Avon","0900302060","2015-2019","Renter","Percent","Margins of Error",10.34
"Barkhamsted","0900502760","2006-2010","All","Number","Cost-burdened Households",291
"Barkhamsted","0900502760","2006-2010","All","Number","Margins of Error",160.4
"Barkhamsted","0900502760","2006-2010","All","Percent","Cost-burdened Households",29.22
"Barkhamsted","0900502760","2006-2010","All","Percent","Margins of Error",15.76
"Barkhamsted","0900502760","2006-2010","Homeowner","Number","Cost-burdened Households",207
"Barkhamsted","0900502760","2006-2010","Homeowner","Number","Margins of Error",78.16
"Barkhamsted","0900502760","2006-2010","Homeowner","Percent","Cost-burdened Households",24.5
"Barkhamsted","0900502760","2006-2010","Homeowner","Percent","Margins of Error",8.7
"Barkhamsted","0900502760","2006-2010","Renter","Number","Cost-burdened Households",84
"Barkhamsted","0900502760","2006-2010","Renter","Number","Margins of Error",140.06
"Barkhamsted","0900502760","2006-2010","Renter","Percent","Cost-burdened Households",56.4
"Barkhamsted","0900502760","2006-2010","Renter","Percent","Margins of Error",34.96
"Barkhamsted","0900502760","2007-2011","All","Number","Cost-burdened Households",359
"Barkhamsted","0900502760","2007-2011","All","Number","Margins of Error",100.61
"Barkhamsted","0900502760","2007-2011","All","Percent","Cost-burdened Households",33.24
"Barkhamsted","0900502760","2007-2011","All","Percent","Margins of Error",8.56
"Barkhamsted","0900502760","2007-2011","Homeowner","Number","Cost-burdened Households",289
"Barkhamsted","0900502760","2007-2011","Homeowner","Number","Margins of Error",80.99
"Barkhamsted","0900502760","2007-2011","Homeowner","Percent","Cost-burdened Households",30.5
"Barkhamsted","0900502760","2007-2011","Homeowner","Percent","Margins of Error",8.04
"Barkhamsted","0900502760","2007-2011","Renter","Number","Cost-burdened Households",70
"Barkhamsted","0900502760","2007-2011","Renter","Number","Margins of Error",59.68
"Barkhamsted","0900502760","2007-2011","Renter","Percent","Cost-burdened Households",53
"Barkhamsted","0900502760","2007-2011","Renter","Percent","Margins of Error",32.09
"Barkhamsted","0900502760","2008-2012","All","Number","Cost-burdened Households",276
"Barkhamsted","0900502760","2008-2012","All","Number","Margins of Error",76.58
"Barkhamsted","0900502760","2008-2012","All","Percent","Cost-burdened Households",27.63
"Barkhamsted","0900502760","2008-2012","All","Percent","Margins of Error",7.03
"Barkhamsted","0900502760","2008-2012","Homeowner","Number","Cost-burdened Households",241
"Barkhamsted","0900502760","2008-2012","Homeowner","Number","Margins of Error",68.03
"Barkhamsted","0900502760","2008-2012","Homeowner","Percent","Cost-burdened Households",26.9
"Barkhamsted","0900502760","2008-2012","Homeowner","Percent","Margins of Error",7.38
"Barkhamsted","0900502760","2008-2012","Renter","Number","Cost-burdened Households",35
"Barkhamsted","0900502760","2008-2012","Renter","Number","Margins of Error",35.17
"Barkhamsted","0900502760","2008-2012","Renter","Percent","Cost-burdened Households",33.6
"Barkhamsted","0900502760","2008-2012","Renter","Percent","Margins of Error",28.84
"Barkhamsted","0900502760","2009-2013","All","Number","Cost-burdened Households",272
"Barkhamsted","0900502760","2009-2013","All","Number","Margins of Error",87.46
"Barkhamsted","0900502760","2009-2013","All","Percent","Cost-burdened Households",26.61
"Barkhamsted","0900502760","2009-2013","All","Percent","Margins of Error",8.02
"Barkhamsted","0900502760","2009-2013","Homeowner","Number","Cost-burdened Households",237
"Barkhamsted","0900502760","2009-2013","Homeowner","Number","Margins of Error",76.84
"Barkhamsted","0900502760","2009-2013","Homeowner","Percent","Cost-burdened Households",26
"Barkhamsted","0900502760","2009-2013","Homeowner","Percent","Margins of Error",7.68
"Barkhamsted","0900502760","2009-2013","Renter","Number","Cost-burdened Households",35
"Barkhamsted","0900502760","2009-2013","Renter","Number","Margins of Error",41.76
"Barkhamsted","0900502760","2009-2013","Renter","Percent","Cost-burdened Households",31.8
"Barkhamsted","0900502760","2009-2013","Renter","Percent","Margins of Error",33.59
"Barkhamsted","0900502760","2010-2014","All","Number","Cost-burdened Households",406
"Barkhamsted","0900502760","2010-2014","All","Number","Margins of Error",115.26
"Barkhamsted","0900502760","2010-2014","All","Percent","Cost-burdened Households",37.63
"Barkhamsted","0900502760","2010-2014","All","Percent","Margins of Error",9.67
"Barkhamsted","0900502760","2010-2014","Homeowner","Number","Cost-burdened Households",358
"Barkhamsted","0900502760","2010-2014","Homeowner","Number","Margins of Error",104.64
"Barkhamsted","0900502760","2010-2014","Homeowner","Percent","Cost-burdened Households",38.7
"Barkhamsted","0900502760","2010-2014","Homeowner","Percent","Margins of Error",10.41
"Barkhamsted","0900502760","2010-2014","Renter","Number","Cost-burdened Households",48
"Barkhamsted","0900502760","2010-2014","Renter","Number","Margins of Error",48.33
"Barkhamsted","0900502760","2010-2014","Renter","Percent","Cost-burdened Households",31.4
"Barkhamsted","0900502760","2010-2014","Renter","Percent","Margins of Error",30.9
"Barkhamsted","0900502760","2011-2015","All","Number","Cost-burdened Households",384
"Barkhamsted","0900502760","2011-2015","All","Number","Margins of Error",107.99
"Barkhamsted","0900502760","2011-2015","All","Percent","Cost-burdened Households",38.21
"Barkhamsted","0900502760","2011-2015","All","Percent","Margins of Error",9.58
"Barkhamsted","0900502760","2011-2015","Homeowner","Number","Cost-burdened Households",369
"Barkhamsted","0900502760","2011-2015","Homeowner","Number","Margins of Error",105.8
"Barkhamsted","0900502760","2011-2015","Homeowner","Percent","Cost-burdened Households",41.4
"Barkhamsted","0900502760","2011-2015","Homeowner","Percent","Margins of Error",11.15
"Barkhamsted","0900502760","2011-2015","Renter","Number","Cost-burdened Households",15
"Barkhamsted","0900502760","2011-2015","Renter","Number","Margins of Error",21.63
"Barkhamsted","0900502760","2011-2015","Renter","Percent","Cost-burdened Households",13.3
