"Town","FIPS","Year","Householder Status","Measure Type","Variable","Value"
"Old Lyme","0901157040","2010-2014","Homeowner","Number","Cost-burdened Households",596
"Old Lyme","0901157040","2010-2014","Homeowner","Number","Margins of Error",126.15
"Old Lyme","0901157040","2010-2014","Homeowner","Percent","Cost-burdened Households",36.4
"Old Lyme","0901157040","2010-2014","Homeowner","Percent","Margins of Error",7.3
"Old Lyme","0901157040","2010-2014","Renter","Number","Cost-burdened Households",325
"Old Lyme","0901157040","2010-2014","Renter","Number","Margins of Error",111.83
"Old Lyme","0901157040","2010-2014","Renter","Percent","Cost-burdened Households",59.3
"Old Lyme","0901157040","2010-2014","Renter","Percent","Margins of Error",19.22
"Old Lyme","0901157040","2011-2015","All","Number","Cost-burdened Households",834
"Old Lyme","0901157040","2011-2015","All","Number","Margins of Error",162.72
"Old Lyme","0901157040","2011-2015","All","Percent","Cost-burdened Households",39.14
"Old Lyme","0901157040","2011-2015","All","Percent","Margins of Error",6.94
"Old Lyme","0901157040","2011-2015","Homeowner","Number","Cost-burdened Households",543
"Old Lyme","0901157040","2011-2015","Homeowner","Number","Margins of Error",116.5
"Old Lyme","0901157040","2011-2015","Homeowner","Percent","Cost-burdened Households",33.9
"Old Lyme","0901157040","2011-2015","Homeowner","Percent","Margins of Error",6.64
"Old Lyme","0901157040","2011-2015","Renter","Number","Cost-burdened Households",291
"Old Lyme","0901157040","2011-2015","Renter","Number","Margins of Error",113.6
"Old Lyme","0901157040","2011-2015","Renter","Percent","Cost-burdened Households",55.3
"Old Lyme","0901157040","2011-2015","Renter","Percent","Margins of Error",20.3
"Old Lyme","0901157040","2012-2016","All","Number","Cost-burdened Households",886
"Old Lyme","0901157040","2012-2016","All","Number","Margins of Error",159.13
"Old Lyme","0901157040","2012-2016","All","Percent","Cost-burdened Households",42.47
"Old Lyme","0901157040","2012-2016","All","Percent","Margins of Error",6.73
"Old Lyme","0901157040","2012-2016","Homeowner","Number","Cost-burdened Households",566
"Old Lyme","0901157040","2012-2016","Homeowner","Number","Margins of Error",111.31
"Old Lyme","0901157040","2012-2016","Homeowner","Percent","Cost-burdened Households",36
"Old Lyme","0901157040","2012-2016","Homeowner","Percent","Margins of Error",6.71
"Old Lyme","0901157040","2012-2016","Renter","Number","Cost-burdened Households",320
"Old Lyme","0901157040","2012-2016","Renter","Number","Margins of Error",113.72
"Old Lyme","0901157040","2012-2016","Renter","Percent","Cost-burdened Households",62.3
"Old Lyme","0901157040","2012-2016","Renter","Percent","Margins of Error",17.94
"Old Lyme","0901157040","2013-2017","All","Number","Cost-burdened Households",759
"Old Lyme","0901157040","2013-2017","All","Number","Margins of Error",158.69
"Old Lyme","0901157040","2013-2017","All","Percent","Cost-burdened Households",35.84
"Old Lyme","0901157040","2013-2017","All","Percent","Margins of Error",6.51
"Old Lyme","0901157040","2013-2017","Homeowner","Number","Cost-burdened Households",489
"Old Lyme","0901157040","2013-2017","Homeowner","Number","Margins of Error",122.43
"Old Lyme","0901157040","2013-2017","Homeowner","Percent","Cost-burdened Households",30.7
"Old Lyme","0901157040","2013-2017","Homeowner","Percent","Margins of Error",7.06
"Old Lyme","0901157040","2013-2017","Renter","Number","Cost-burdened Households",270
"Old Lyme","0901157040","2013-2017","Renter","Number","Margins of Error",100.96
"Old Lyme","0901157040","2013-2017","Renter","Percent","Cost-burdened Households",51.1
"Old Lyme","0901157040","2013-2017","Renter","Percent","Margins of Error",16.76
"Old Lyme","0901157040","2014-2018","All","Number","Cost-burdened Households",705
"Old Lyme","0901157040","2014-2018","All","Number","Margins of Error",159.63
"Old Lyme","0901157040","2014-2018","All","Percent","Cost-burdened Households",33.68
"Old Lyme","0901157040","2014-2018","All","Percent","Margins of Error",6.85
"Old Lyme","0901157040","2014-2018","Homeowner","Number","Cost-burdened Households",408
"Old Lyme","0901157040","2014-2018","Homeowner","Number","Margins of Error",104.92
"Old Lyme","0901157040","2014-2018","Homeowner","Percent","Cost-burdened Households",26.8
"Old Lyme","0901157040","2014-2018","Homeowner","Percent","Margins of Error",6.41
"Old Lyme","0901157040","2014-2018","Renter","Number","Cost-burdened Households",297
"Old Lyme","0901157040","2014-2018","Renter","Number","Margins of Error",120.3
"Old Lyme","0901157040","2014-2018","Renter","Percent","Cost-burdened Households",52
"Old Lyme","0901157040","2014-2018","Renter","Percent","Margins of Error",17.24
"Old Lyme","0901157040","2015-2019","All","Number","Cost-burdened Households",696
"Old Lyme","0901157040","2015-2019","All","Number","Margins of Error",153.16
"Old Lyme","0901157040","2015-2019","All","Percent","Cost-burdened Households",33.38
"Old Lyme","0901157040","2015-2019","All","Percent","Margins of Error",6.33
"Old Lyme","0901157040","2015-2019","Homeowner","Number","Cost-burdened Households",363
"Old Lyme","0901157040","2015-2019","Homeowner","Number","Margins of Error",96.18
"Old Lyme","0901157040","2015-2019","Homeowner","Percent","Cost-burdened Households",24.6
"Old Lyme","0901157040","2015-2019","Homeowner","Percent","Margins of Error",5.81
"Old Lyme","0901157040","2015-2019","Renter","Number","Cost-burdened Households",333
"Old Lyme","0901157040","2015-2019","Renter","Number","Margins of Error",119.2
"Old Lyme","0901157040","2015-2019","Renter","Percent","Cost-burdened Households",54.7
"Old Lyme","0901157040","2015-2019","Renter","Percent","Margins of Error",15.66
"Old Saybrook","0900757320","2006-2010","All","Number","Cost-burdened Households",1268
"Old Saybrook","0900757320","2006-2010","All","Number","Margins of Error",252.4
"Old Saybrook","0900757320","2006-2010","All","Percent","Cost-burdened Households",40.34
"Old Saybrook","0900757320","2006-2010","All","Percent","Margins of Error",7.17
"Old Saybrook","0900757320","2006-2010","Homeowner","Number","Cost-burdened Households",822
"Old Saybrook","0900757320","2006-2010","Homeowner","Number","Margins of Error",196.17
"Old Saybrook","0900757320","2006-2010","Homeowner","Percent","Cost-burdened Households",34.4
"Old Saybrook","0900757320","2006-2010","Homeowner","Percent","Margins of Error",7.07
"Old Saybrook","0900757320","2006-2010","Renter","Number","Cost-burdened Households",446
"Old Saybrook","0900757320","2006-2010","Renter","Number","Margins of Error",158.81
"Old Saybrook","0900757320","2006-2010","Renter","Percent","Cost-burdened Households",59
"Old Saybrook","0900757320","2006-2010","Renter","Percent","Margins of Error",19.48
"Old Saybrook","0900757320","2007-2011","All","Number","Cost-burdened Households",1473
"Old Saybrook","0900757320","2007-2011","All","Number","Margins of Error",244.03
"Old Saybrook","0900757320","2007-2011","All","Percent","Cost-burdened Households",47.2
"Old Saybrook","0900757320","2007-2011","All","Percent","Margins of Error",6.85
"Old Saybrook","0900757320","2007-2011","Homeowner","Number","Cost-burdened Households",938
"Old Saybrook","0900757320","2007-2011","Homeowner","Number","Margins of Error",183.17
"Old Saybrook","0900757320","2007-2011","Homeowner","Percent","Cost-burdened Households",40.4
"Old Saybrook","0900757320","2007-2011","Homeowner","Percent","Margins of Error",6.93
"Old Saybrook","0900757320","2007-2011","Renter","Number","Cost-burdened Households",535
"Old Saybrook","0900757320","2007-2011","Renter","Number","Margins of Error",161.25
"Old Saybrook","0900757320","2007-2011","Renter","Percent","Cost-burdened Households",66.7
"Old Saybrook","0900757320","2007-2011","Renter","Percent","Margins of Error",17.53
"Old Saybrook","0900757320","2008-2012","All","Number","Cost-burdened Households",1399
"Old Saybrook","0900757320","2008-2012","All","Number","Margins of Error",264.66
"Old Saybrook","0900757320","2008-2012","All","Percent","Cost-burdened Households",46.74
"Old Saybrook","0900757320","2008-2012","All","Percent","Margins of Error",7.49
"Old Saybrook","0900757320","2008-2012","Homeowner","Number","Cost-burdened Households",941
"Old Saybrook","0900757320","2008-2012","Homeowner","Number","Margins of Error",214.16
"Old Saybrook","0900757320","2008-2012","Homeowner","Percent","Cost-burdened Households",40.5
"Old Saybrook","0900757320","2008-2012","Homeowner","Percent","Margins of Error",7.29
"Old Saybrook","0900757320","2008-2012","Renter","Number","Cost-burdened Households",458
"Old Saybrook","0900757320","2008-2012","Renter","Number","Margins of Error",155.5
"Old Saybrook","0900757320","2008-2012","Renter","Percent","Cost-burdened Households",68.5
"Old Saybrook","0900757320","2008-2012","Renter","Percent","Margins of Error",15
"Old Saybrook","0900757320","2009-2013","All","Number","Cost-burdened Households",1425
"Old Saybrook","0900757320","2009-2013","All","Number","Margins of Error",242.54
"Old Saybrook","0900757320","2009-2013","All","Percent","Cost-burdened Households",50.46
"Old Saybrook","0900757320","2009-2013","All","Percent","Margins of Error",7.34
"Old Saybrook","0900757320","2009-2013","Homeowner","Number","Cost-burdened Households",967
"Old Saybrook","0900757320","2009-2013","Homeowner","Number","Margins of Error",195.94
"Old Saybrook","0900757320","2009-2013","Homeowner","Percent","Cost-burdened Households",43.7
"Old Saybrook","0900757320","2009-2013","Homeowner","Percent","Margins of Error",7.63
"Old Saybrook","0900757320","2009-2013","Renter","Number","Cost-burdened Households",458
"Old Saybrook","0900757320","2009-2013","Renter","Number","Margins of Error",142.94
"Old Saybrook","0900757320","2009-2013","Renter","Percent","Cost-burdened Households",74.9
"Old Saybrook","0900757320","2009-2013","Renter","Percent","Margins of Error",16.37
"Old Saybrook","0900757320","2010-2014","All","Number","Cost-burdened Households",1304
"Old Saybrook","0900757320","2010-2014","All","Number","Margins of Error",236.64
"Old Saybrook","0900757320","2010-2014","All","Percent","Cost-burdened Households",47.28
"Old Saybrook","0900757320","2010-2014","All","Percent","Margins of Error",6.95
"Old Saybrook","0900757320","2010-2014","Homeowner","Number","Cost-burdened Households",867
"Old Saybrook","0900757320","2010-2014","Homeowner","Number","Margins of Error",192.77
"Old Saybrook","0900757320","2010-2014","Homeowner","Percent","Cost-burdened Households",40.9
"Old Saybrook","0900757320","2010-2014","Homeowner","Percent","Margins of Error",8.46
"Old Saybrook","0900757320","2010-2014","Renter","Number","Cost-burdened Households",437
"Old Saybrook","0900757320","2010-2014","Renter","Number","Margins of Error",137.24
"Old Saybrook","0900757320","2010-2014","Renter","Percent","Cost-burdened Households",68.6
"Old Saybrook","0900757320","2010-2014","Renter","Percent","Margins of Error",17.73
"Old Saybrook","0900757320","2011-2015","All","Number","Cost-burdened Households",1339
"Old Saybrook","0900757320","2011-2015","All","Number","Margins of Error",239.76
"Old Saybrook","0900757320","2011-2015","All","Percent","Cost-burdened Households",47.23
"Old Saybrook","0900757320","2011-2015","All","Percent","Margins of Error",7.05
"Old Saybrook","0900757320","2011-2015","Homeowner","Number","Cost-burdened Households",926
"Old Saybrook","0900757320","2011-2015","Homeowner","Number","Margins of Error",202.89
"Old Saybrook","0900757320","2011-2015","Homeowner","Percent","Cost-burdened Households",42.9
"Old Saybrook","0900757320","2011-2015","Homeowner","Percent","Margins of Error",8.28
"Old Saybrook","0900757320","2011-2015","Renter","Number","Cost-burdened Households",413
"Old Saybrook","0900757320","2011-2015","Renter","Number","Margins of Error",127.76
"Old Saybrook","0900757320","2011-2015","Renter","Percent","Cost-burdened Households",61.2
"Old Saybrook","0900757320","2011-2015","Renter","Percent","Margins of Error",16.1
"Old Saybrook","0900757320","2012-2016","All","Number","Cost-burdened Households",1225
"Old Saybrook","0900757320","2012-2016","All","Number","Margins of Error",238.86
"Old Saybrook","0900757320","2012-2016","All","Percent","Cost-burdened Households",44.63
"Old Saybrook","0900757320","2012-2016","All","Percent","Margins of Error",7.38
"Old Saybrook","0900757320","2012-2016","Homeowner","Number","Cost-burdened Households",820
"Old Saybrook","0900757320","2012-2016","Homeowner","Number","Margins of Error",189.49
"Old Saybrook","0900757320","2012-2016","Homeowner","Percent","Cost-burdened Households",39.8
"Old Saybrook","0900757320","2012-2016","Homeowner","Percent","Margins of Error",8.26
"Old Saybrook","0900757320","2012-2016","Renter","Number","Cost-burdened Households",405
"Old Saybrook","0900757320","2012-2016","Renter","Number","Margins of Error",145.42
"Old Saybrook","0900757320","2012-2016","Renter","Percent","Cost-burdened Households",59
"Old Saybrook","0900757320","2012-2016","Renter","Percent","Margins of Error",18.65
"Old Saybrook","0900757320","2013-2017","All","Number","Cost-burdened Households",1411
"Old Saybrook","0900757320","2013-2017","All","Number","Margins of Error",248.79
"Old Saybrook","0900757320","2013-2017","All","Percent","Cost-burdened Households",47.91
"Old Saybrook","0900757320","2013-2017","All","Percent","Margins of Error",7.1
"Old Saybrook","0900757320","2013-2017","Homeowner","Number","Cost-burdened Households",862
"Old Saybrook","0900757320","2013-2017","Homeowner","Number","Margins of Error",190.91
"Old Saybrook","0900757320","2013-2017","Homeowner","Percent","Cost-burdened Households",41.4
"Old Saybrook","0900757320","2013-2017","Homeowner","Percent","Margins of Error",8.15
"Old Saybrook","0900757320","2013-2017","Renter","Number","Cost-burdened Households",549
"Old Saybrook","0900757320","2013-2017","Renter","Number","Margins of Error",159.53
"Old Saybrook","0900757320","2013-2017","Renter","Percent","Cost-burdened Households",63.6
"Old Saybrook","0900757320","2013-2017","Renter","Percent","Margins of Error",16.04
"Old Saybrook","0900757320","2014-2018","All","Number","Cost-burdened Households",1354
"Old Saybrook","0900757320","2014-2018","All","Number","Margins of Error",285.55
"Old Saybrook","0900757320","2014-2018","All","Percent","Cost-burdened Households",44.73
"Old Saybrook","0900757320","2014-2018","All","Percent","Margins of Error",8.24
"Old Saybrook","0900757320","2014-2018","Homeowner","Number","Cost-burdened Households",807
"Old Saybrook","0900757320","2014-2018","Homeowner","Number","Margins of Error",225.04
"Old Saybrook","0900757320","2014-2018","Homeowner","Percent","Cost-burdened Households",37
"Old Saybrook","0900757320","2014-2018","Homeowner","Percent","Margins of Error",8.87
"Old Saybrook","0900757320","2014-2018","Renter","Number","Cost-burdened Households",547
"Old Saybrook","0900757320","2014-2018","Renter","Number","Margins of Error",175.78
"Old Saybrook","0900757320","2014-2018","Renter","Percent","Cost-burdened Households",64.6
"Old Saybrook","0900757320","2014-2018","Renter","Percent","Margins of Error",16.78
"Old Saybrook","0900757320","2015-2019","All","Number","Cost-burdened Households",1265
"Old Saybrook","0900757320","2015-2019","All","Number","Margins of Error",266
"Old Saybrook","0900757320","2015-2019","All","Percent","Cost-burdened Households",43.17
"Old Saybrook","0900757320","2015-2019","All","Percent","Margins of Error",7.98
"Old Saybrook","0900757320","2015-2019","Homeowner","Number","Cost-burdened Households",757
"Old Saybrook","0900757320","2015-2019","Homeowner","Number","Margins of Error",207.27
"Old Saybrook","0900757320","2015-2019","Homeowner","Percent","Cost-burdened Households",35.6
"Old Saybrook","0900757320","2015-2019","Homeowner","Percent","Margins of Error",8.77
"Old Saybrook","0900757320","2015-2019","Renter","Number","Cost-burdened Households",508
"Old Saybrook","0900757320","2015-2019","Renter","Number","Margins of Error",166.71
"Old Saybrook","0900757320","2015-2019","Renter","Percent","Cost-burdened Households",63.2
"Old Saybrook","0900757320","2015-2019","Renter","Percent","Margins of Error",16.29
"Orange","0900957600","2006-2010","All","Number","Cost-burdened Households",1301
"Orange","0900957600","2006-2010","All","Number","Margins of Error",188.04
"Orange","0900957600","2006-2010","All","Percent","Cost-burdened Households",38.84
"Orange","0900957600","2006-2010","All","Percent","Margins of Error",5.12
"Orange","0900957600","2006-2010","Homeowner","Number","Cost-burdened Households",995
"Orange","0900957600","2006-2010","Homeowner","Number","Margins of Error",162.89
"Orange","0900957600","2006-2010","Homeowner","Percent","Cost-burdened Households",34.2
"Orange","0900957600","2006-2010","Homeowner","Percent","Margins of Error",5.16
"Orange","0900957600","2006-2010","Renter","Number","Cost-burdened Households",306
"Orange","0900957600","2006-2010","Renter","Number","Margins of Error",93.94
"Orange","0900957600","2006-2010","Renter","Percent","Cost-burdened Households",68.3
"Orange","0900957600","2006-2010","Renter","Percent","Margins of Error",15.84
"Orange","0900957600","2007-2011","All","Number","Cost-burdened Households",1349
"Orange","0900957600","2007-2011","All","Number","Margins of Error",212.52
"Orange","0900957600","2007-2011","All","Percent","Cost-burdened Households",40.2
"Orange","0900957600","2007-2011","All","Percent","Margins of Error",5.81
"Orange","0900957600","2007-2011","Homeowner","Number","Cost-burdened Households",1043
"Orange","0900957600","2007-2011","Homeowner","Number","Margins of Error",188.83
"Orange","0900957600","2007-2011","Homeowner","Percent","Cost-burdened Households",36.2
"Orange","0900957600","2007-2011","Homeowner","Percent","Margins of Error",6.4
"Orange","0900957600","2007-2011","Renter","Number","Cost-burdened Households",306
"Orange","0900957600","2007-2011","Renter","Number","Margins of Error",97.51
"Orange","0900957600","2007-2011","Renter","Percent","Cost-burdened Households",64.5
"Orange","0900957600","2007-2011","Renter","Percent","Margins of Error",16.07
"Orange","0900957600","2008-2012","All","Number","Cost-burdened Households",1291
"Orange","0900957600","2008-2012","All","Number","Margins of Error",206.62
"Orange","0900957600","2008-2012","All","Percent","Cost-burdened Households",39.14
"Orange","0900957600","2008-2012","All","Percent","Margins of Error",5.85
"Orange","0900957600","2008-2012","Homeowner","Number","Cost-burdened Households",992
"Orange","0900957600","2008-2012","Homeowner","Number","Margins of Error",182.47
"Orange","0900957600","2008-2012","Homeowner","Percent","Cost-burdened Households",35.9
"Orange","0900957600","2008-2012","Homeowner","Percent","Margins of Error",6.31
"Orange","0900957600","2008-2012","Renter","Number","Cost-burdened Households",299
"Orange","0900957600","2008-2012","Renter","Number","Margins of Error",96.93
"Orange","0900957600","2008-2012","Renter","Percent","Cost-burdened Households",55.4
"Orange","0900957600","2008-2012","Renter","Percent","Margins of Error",15.44
"Orange","0900957600","2009-2013","All","Number","Cost-burdened Households",1290
"Orange","0900957600","2009-2013","All","Number","Margins of Error",203.21
"Orange","0900957600","2009-2013","All","Percent","Cost-burdened Households",38.94
"Orange","0900957600","2009-2013","All","Percent","Margins of Error",5.5
"Orange","0900957600","2009-2013","Homeowner","Number","Cost-burdened Households",954
"Orange","0900957600","2009-2013","Homeowner","Number","Margins of Error",175.97
"Orange","0900957600","2009-2013","Homeowner","Percent","Cost-burdened Households",35.2
"Orange","0900957600","2009-2013","Homeowner","Percent","Margins of Error",6.07
"Orange","0900957600","2009-2013","Renter","Number","Cost-burdened Households",336
"Orange","0900957600","2009-2013","Renter","Number","Margins of Error",101.64
"Orange","0900957600","2009-2013","Renter","Percent","Cost-burdened Households",55.9
"Orange","0900957600","2009-2013","Renter","Percent","Margins of Error",13.88
"Orange","0900957600","2010-2014","All","Number","Cost-burdened Households",1296
"Orange","0900957600","2010-2014","All","Number","Margins of Error",180.4
"Orange","0900957600","2010-2014","All","Percent","Cost-burdened Households",40.37
"Orange","0900957600","2010-2014","All","Percent","Margins of Error",4.91
"Orange","0900957600","2010-2014","Homeowner","Number","Cost-burdened Households",993
"Orange","0900957600","2010-2014","Homeowner","Number","Margins of Error",160.18
"Orange","0900957600","2010-2014","Homeowner","Percent","Cost-burdened Households",37.4
"Orange","0900957600","2010-2014","Homeowner","Percent","Margins of Error",5.55
"Orange","0900957600","2010-2014","Renter","Number","Cost-burdened Households",303
"Orange","0900957600","2010-2014","Renter","Number","Margins of Error",82.98
"Orange","0900957600","2010-2014","Renter","Percent","Cost-burdened Households",55
"Orange","0900957600","2010-2014","Renter","Percent","Margins of Error",12.9
"Orange","0900957600","2011-2015","All","Number","Cost-burdened Households",1308
"Orange","0900957600","2011-2015","All","Number","Margins of Error",171.72
"Orange","0900957600","2011-2015","All","Percent","Cost-burdened Households",40.18
"Orange","0900957600","2011-2015","All","Percent","Margins of Error",4.53
"Orange","0900957600","2011-2015","Homeowner","Number","Cost-burdened Households",959
"Orange","0900957600","2011-2015","Homeowner","Number","Margins of Error",151.6
"Orange","0900957600","2011-2015","Homeowner","Percent","Cost-burdened Households",36.2
"Orange","0900957600","2011-2015","Homeowner","Percent","Margins of Error",5.5
"Orange","0900957600","2011-2015","Renter","Number","Cost-burdened Households",349
"Orange","0900957600","2011-2015","Renter","Number","Margins of Error",80.65
"Orange","0900957600","2011-2015","Renter","Percent","Cost-burdened Households",57.9
"Orange","0900957600","2011-2015","Renter","Percent","Margins of Error",11.37
"Orange","0900957600","2012-2016","All","Number","Cost-burdened Households",1285
"Orange","0900957600","2012-2016","All","Number","Margins of Error",162.32
"Orange","0900957600","2012-2016","All","Percent","Cost-burdened Households",38
"Orange","0900957600","2012-2016","All","Percent","Margins of Error",4.06
"Orange","0900957600","2012-2016","Homeowner","Number","Cost-burdened Households",947
"Orange","0900957600","2012-2016","Homeowner","Number","Margins of Error",136.74
"Orange","0900957600","2012-2016","Homeowner","Percent","Cost-burdened Households",34.4
"Orange","0900957600","2012-2016","Homeowner","Percent","Margins of Error",4.66
"Orange","0900957600","2012-2016","Renter","Number","Cost-burdened Households",338
"Orange","0900957600","2012-2016","Renter","Number","Margins of Error",87.46
"Orange","0900957600","2012-2016","Renter","Percent","Cost-burdened Households",54
"Orange","0900957600","2012-2016","Renter","Percent","Margins of Error",11.3
"Orange","0900957600","2013-2017","All","Number","Cost-burdened Households",1280
"Orange","0900957600","2013-2017","All","Number","Margins of Error",170.99
"Orange","0900957600","2013-2017","All","Percent","Cost-burdened Households",37.81
"Orange","0900957600","2013-2017","All","Percent","Margins of Error",4.41
"Orange","0900957600","2013-2017","Homeowner","Number","Cost-burdened Households",906
"Orange","0900957600","2013-2017","Homeowner","Number","Margins of Error",150.42
"Orange","0900957600","2013-2017","Homeowner","Percent","Cost-burdened Households",32.4
"Orange","0900957600","2013-2017","Homeowner","Percent","Margins of Error",4.96
"Orange","0900957600","2013-2017","Renter","Number","Cost-burdened Households",374
"Orange","0900957600","2013-2017","Renter","Number","Margins of Error",81.32
"Orange","0900957600","2013-2017","Renter","Percent","Cost-burdened Households",63.2
"Orange","0900957600","2013-2017","Renter","Percent","Margins of Error",13.06
"Orange","0900957600","2014-2018","All","Number","Cost-burdened Households",1209
"Orange","0900957600","2014-2018","All","Number","Margins of Error",178.94
"Orange","0900957600","2014-2018","All","Percent","Cost-burdened Households",36.5
"Orange","0900957600","2014-2018","All","Percent","Margins of Error",4.84
"Orange","0900957600","2014-2018","Homeowner","Number","Cost-burdened Households",846
"Orange","0900957600","2014-2018","Homeowner","Number","Margins of Error",144.14
"Orange","0900957600","2014-2018","Homeowner","Percent","Cost-burdened Households",30.8
"Orange","0900957600","2014-2018","Homeowner","Percent","Margins of Error",4.84
"Orange","0900957600","2014-2018","Renter","Number","Cost-burdened Households",363
"Orange","0900957600","2014-2018","Renter","Number","Margins of Error",106.04
"Orange","0900957600","2014-2018","Renter","Percent","Cost-burdened Households",64.3
"Orange","0900957600","2014-2018","Renter","Percent","Margins of Error",13.2
"Orange","0900957600","2015-2019","All","Number","Cost-burdened Households",1167
"Orange","0900957600","2015-2019","All","Number","Margins of Error",165.82
"Orange","0900957600","2015-2019","All","Percent","Cost-burdened Households",34.57
"Orange","0900957600","2015-2019","All","Percent","Margins of Error",4.36
"Orange","0900957600","2015-2019","Homeowner","Number","Cost-burdened Households",844
"Orange","0900957600","2015-2019","Homeowner","Number","Margins of Error",135.51
"Orange","0900957600","2015-2019","Homeowner","Percent","Cost-burdened Households",30
"Orange","0900957600","2015-2019","Homeowner","Percent","Margins of Error",4.43
"Orange","0900957600","2015-2019","Renter","Number","Cost-burdened Households",323
"Orange","0900957600","2015-2019","Renter","Number","Margins of Error",95.57
"Orange","0900957600","2015-2019","Renter","Percent","Cost-burdened Households",57
"Orange","0900957600","2015-2019","Renter","Percent","Margins of Error",12.94
"Oxford","0900958300","2006-2010","All","Number","Cost-burdened Households",1158
"Oxford","0900958300","2006-2010","All","Number","Margins of Error",170.76
"Oxford","0900958300","2006-2010","All","Percent","Cost-burdened Households",34.59
"Oxford","0900958300","2006-2010","All","Percent","Margins of Error",4.75
"Oxford","0900958300","2006-2010","Homeowner","Number","Cost-burdened Households",1101
"Oxford","0900958300","2006-2010","Homeowner","Number","Margins of Error",162.83
"Oxford","0900958300","2006-2010","Homeowner","Percent","Cost-burdened Households",34.6
"Oxford","0900958300","2006-2010","Homeowner","Percent","Margins of Error",4.99
"Oxford","0900958300","2006-2010","Renter","Number","Cost-burdened Households",57
"Oxford","0900958300","2006-2010","Renter","Number","Margins of Error",51.43
"Oxford","0900958300","2006-2010","Renter","Percent","Cost-burdened Households",35.4
"Oxford","0900958300","2006-2010","Renter","Percent","Margins of Error",28.88
"Oxford","0900958300","2007-2011","All","Number","Cost-burdened Households",1195
"Oxford","0900958300","2007-2011","All","Number","Margins of Error",210.13
"Oxford","0900958300","2007-2011","All","Percent","Cost-burdened Households",35.55
"Oxford","0900958300","2007-2011","All","Percent","Margins of Error",5.82
"Oxford","0900958300","2007-2011","Homeowner","Number","Cost-burdened Households",1131
"Oxford","0900958300","2007-2011","Homeowner","Number","Margins of Error",201.36
"Oxford","0900958300","2007-2011","Homeowner","Percent","Cost-burdened Households",35.1
"Oxford","0900958300","2007-2011","Homeowner","Percent","Margins of Error",5.82
"Oxford","0900958300","2007-2011","Renter","Number","Cost-burdened Households",64
"Oxford","0900958300","2007-2011","Renter","Number","Margins of Error",60.08
"Oxford","0900958300","2007-2011","Renter","Percent","Cost-burdened Households",46.7
"Oxford","0900958300","2007-2011","Renter","Percent","Margins of Error",35.08
"Oxford","0900958300","2008-2012","All","Number","Cost-burdened Households",1155
"Oxford","0900958300","2008-2012","All","Number","Margins of Error",228.35
"Oxford","0900958300","2008-2012","All","Percent","Cost-burdened Households",34.43
"Oxford","0900958300","2008-2012","All","Percent","Margins of Error",6.37
"Oxford","0900958300","2008-2012","Homeowner","Number","Cost-burdened Households",1040
"Oxford","0900958300","2008-2012","Homeowner","Number","Margins of Error",213.38
"Oxford","0900958300","2008-2012","Homeowner","Percent","Cost-burdened Households",33.8
"Oxford","0900958300","2008-2012","Homeowner","Percent","Margins of Error",6.49
"Oxford","0900958300","2008-2012","Renter","Number","Cost-burdened Households",115
"Oxford","0900958300","2008-2012","Renter","Number","Margins of Error",81.32
"Oxford","0900958300","2008-2012","Renter","Percent","Cost-burdened Households",41.5
"Oxford","0900958300","2008-2012","Renter","Percent","Margins of Error",27.79
"Oxford","0900958300","2009-2013","All","Number","Cost-burdened Households",1152
"Oxford","0900958300","2009-2013","All","Number","Margins of Error",226.5
"Oxford","0900958300","2009-2013","All","Percent","Cost-burdened Households",34.29
"Oxford","0900958300","2009-2013","All","Percent","Margins of Error",6.27
"Oxford","0900958300","2009-2013","Homeowner","Number","Cost-burdened Households",1053
"Oxford","0900958300","2009-2013","Homeowner","Number","Margins of Error",211.12
"Oxford","0900958300","2009-2013","Homeowner","Percent","Cost-burdened Households",35.1
"Oxford","0900958300","2009-2013","Homeowner","Percent","Margins of Error",6.64
"Oxford","0900958300","2009-2013","Renter","Number","Cost-burdened Households",99
"Oxford","0900958300","2009-2013","Renter","Number","Margins of Error",82.04
"Oxford","0900958300","2009-2013","Renter","Percent","Cost-burdened Households",27.7
"Oxford","0900958300","2009-2013","Renter","Percent","Margins of Error",22.97
"Oxford","0900958300","2010-2014","All","Number","Cost-burdened Households",1136
"Oxford","0900958300","2010-2014","All","Number","Margins of Error",241.09
"Oxford","0900958300","2010-2014","All","Percent","Cost-burdened Households",35.05
"Oxford","0900958300","2010-2014","All","Percent","Margins of Error",6.89
"Oxford","0900958300","2010-2014","Homeowner","Number","Cost-burdened Households",1042
"Oxford","0900958300","2010-2014","Homeowner","Number","Margins of Error",229.42
"Oxford","0900958300","2010-2014","Homeowner","Percent","Cost-burdened Households",36.8
"Oxford","0900958300","2010-2014","Homeowner","Percent","Margins of Error",7.34
"Oxford","0900958300","2010-2014","Renter","Number","Cost-burdened Households",94
"Oxford","0900958300","2010-2014","Renter","Number","Margins of Error",74.09
"Oxford","0900958300","2010-2014","Renter","Percent","Cost-burdened Households",23.2
"Oxford","0900958300","2010-2014","Renter","Percent","Margins of Error",18.18
"Oxford","0900958300","2011-2015","All","Number","Cost-burdened Households",1227
"Oxford","0900958300","2011-2015","All","Number","Margins of Error",240.83
"Oxford","0900958300","2011-2015","All","Percent","Cost-burdened Households",38.28
"Oxford","0900958300","2011-2015","All","Percent","Margins of Error",6.55
